상호명,지점명,시도명,시군구명,도로명주소
스타벅스,김포시청점,경기도,김포시,경기도 김포시 사우중로 35
스타벅스,광명철산점,경기도,광명시,경기도 광명시 오리로 865
스타벅스,수지동천점,경기도,용인시 수지구,경기도 용인시 수지구 손곡로 103
스타벅스,서현미래에셋빌딩점,경기도,성남시 분당구,경기도 성남시 분당구 황새울로359번길 11
스타벅스,분당서울대병원1층점,경기도,성남시 분당구,경기도 성남시 분당구 구미로173번길 82
스타벅스,오리역점,경기도,성남시 분당구,경기도 성남시 분당구 성남대로 32
스타벅스,죽전단국대점,경기도,용인시 수지구,경기도 용인시 수지구 죽전로168번길 18
스타벅스,화성향남점,경기도,화성시,경기도 화성시 향남읍 발안로 111
스타벅스,롯데백화점중동점,경기도,부천시,경기도 부천시 길주로 300
스타벅스김포감정DT,,경기도,김포시,경기도 김포시 중봉로 27
스타벅스,성남이마트점,경기도,성남시 수정구,경기도 성남시 수정구 수정로 201
스타벅스,일산덕이DT점,경기도,고양시 일산서구,경기도 고양시 일산서구 탄중로 106
스타벅스안양석수DT점,안양석수DT점,경기도,안양시 만안구,경기도 안양시 만안구 경수대로 1397
스타벅스,분당이매점,경기도,성남시 분당구,경기도 성남시 분당구 이매로 15
스타벅스남양주진접DT점,남양주진접DT점,경기도,남양주시,경기도 남양주시 진접읍 금강로 1477
스타벅스,풍산이마트,경기도,고양시 일산동구,경기도 고양시 일산동구 무궁화로 237
스타벅스,의정부회룡역DT점,경기도,의정부시,경기도 의정부시 평화로 341
스타벅스,수지성복DT점,경기도,용인시 수지구,경기도 용인시 수지구 성복2로 55
스타벅스과천이마트,,경기도,과천시,경기도 과천시 별양상가3로 11
스타벅스리버사이드팔당DT점,리버사이드팔당DT점,경기도,남양주시,경기도 남양주시 와부읍 경강로 772
스타벅스,여주첼시점,경기도,여주시,경기도 여주시 명품로 360
스타벅스,마장휴게소하남방면,경기도,이천시,경기도 이천시 마장면 중부고속도로 82
스타벅스,고잔이마트점,경기도,안산시 단원구,경기도 안산시 단원구 원포공원1로 46
스타벅스철산로데오점,철산로데오점,경기도,광명시,경기도 광명시 디지털로 17
스타벅스,정자동점,경기도,성남시 분당구,경기도 성남시 분당구 정자로 82
스타벅스,용인동백DT점,경기도,용인시 기흥구,경기도 용인시 기흥구 어정로 102
스타벅스,이천터미널점,경기도,이천시,경기도 이천시 중리천로 84
스타벅스,남양주화도DT점,경기도,남양주시,경기도 남양주시 화도읍 수레로 1137
스타벅스,,경기도,김포시,경기도 김포시 김포한강11로 288-24
스타벅스,현대킨텍스점,경기도,고양시 일산서구,경기도 고양시 일산서구 호수로 817
스타벅스,,경기도,포천시,경기도 포천시 이동면 장암2길 26-2
스타벅스,판교알파돔시티점,경기도,성남시 분당구,경기도 성남시 분당구 판교역로 145
스타벅스,파주운정이마트점,경기도,파주시,경기도 파주시 한울로 123
스타벅스커피행신역,,경기도,고양시 덕양구,경기도 고양시 덕양구 충장로 14
스타벅스,수원망포DT점,경기도,수원시,경기도 수원시 영통구 덕영대로 1467
스타벅스,오산아이씨디티점,경기도,오산시,경기도 오산시 원동로 74
스타벅스정자,정자점,경기도,성남시 분당구,경기도 성남시 분당구 정자일로 166
스타벅스고양삼송점,고양삼송점,경기도,고양시 덕양구,경기도 고양시 덕양구 권율대로 893
스타벅스,판교유스페이스점,경기도,성남시 분당구,경기도 성남시 분당구 대왕판교로 660
스타벅스,판교하이펙스,경기도,성남시 분당구,경기도 성남시 분당구 판교역로 230
스타벅스,,경기도,광주시,경기도 광주시 중앙로 133-1
스타벅스,평촌호계점,경기도,안양시 동안구,경기도 안양시 동안구 평촌대로 123
스타벅스,범계로데오점,경기도,안양시 동안구,경기도 안양시 동안구 평촌대로 223
스타벅스분당정자,분당정자,경기도,성남시 분당구,경기도 성남시 분당구 성남대로 393
스타벅스,킨텍스이마트점,경기도,고양시 일산서구,경기도 고양시 일산서구 한류월드로 407
스타벅스,부천중동점,경기도,부천시,경기도 부천시 신흥로 161
스타벅스,안양비산DT점,경기도,안양시 동안구,경기도 안양시 동안구 경수대로 821
스타벅스,별내중앙로점,경기도,남양주시,경기도 남양주시 별내5로5번길 15
스타벅스,산본역서부사거리점,경기도,군포시,경기도 군포시 번영로 485
