광역시도,시군구,행정구,구분,인구수,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
전라남도, 완도군,,여자,24873 ,716 ,861 ,844 ,956 ,881 ,700 ,788 ,1103 ,1182 ,1390 ,1568 ,2114 ,2309 ,1903 ,1982 ,2214 ,3368 ,1921 ,1447 ,1001 ,337 ,96 ,14 
전라남도, 진도군,,계,30722 ,772 ,984 ,1049 ,1251 ,1426 ,1160 ,992 ,1327 ,1567 ,2055 ,2362 ,2733 ,2918 ,2226 ,2328 ,2442 ,3134 ,1890 ,1245 ,895 ,282 ,60 ,9 
전라남도, 진도군,,남자,15149 ,350 ,499 ,539 ,654 ,810 ,663 ,519 ,751 ,888 ,1217 ,1353 ,1441 ,1519 ,1077 ,1109 ,899 ,864 ,606 ,258 ,194 ,56 ,9 ,0 
전라남도, 진도군,,여자,15573 ,422 ,486 ,510 ,597 ,616 ,497 ,473 ,576 ,679 ,838 ,1009 ,1292 ,1399 ,1149 ,1219 ,1543 ,2271 ,1284 ,987 ,701 ,226 ,52 ,9 
전라남도, 신안군,,계,39201 ,738 ,909 ,906 ,1204 ,1538 ,1411 ,1255 ,1570 ,1840 ,2522 ,3158 ,3927 ,4146 ,3322 ,3218 ,3246 ,4295 ,2604 ,1692 ,1232 ,361 ,90 ,10 
전라남도, 신안군,,남자,20863 ,390 ,462 ,450 ,648 ,910 ,851 ,780 ,1008 ,1252 ,1685 ,1984 ,2278 ,2343 ,1750 ,1585 ,1287 ,1202 ,818 ,384 ,295 ,69 ,16 ,4 
전라남도, 신안군,,여자,18338 ,348 ,448 ,456 ,556 ,628 ,560 ,475 ,562 ,588 ,837 ,1174 ,1649 ,1803 ,1573 ,1633 ,1959 ,3094 ,1786 ,1308 ,937 ,292 ,74 ,6 
경상북도,소계,,계,2635767 ,84713 ,110093 ,108437 ,122172 ,149408 ,138987 ,130058 ,166752 ,175527 ,208526 ,224286 ,234091 ,225291 ,169681 ,126100 ,112262 ,149389 ,86699 ,62690 ,44711 ,14541 ,2998 ,441 
경상북도,소계,,남자,1327268 ,43498 ,56944 ,56490 ,64845 ,83731 ,78968 ,70993 ,86997 ,91681 ,108842 ,116462 ,120255 ,113229 ,82569 ,60068 ,45308 ,46392 ,30169 ,16223 ,12648 ,3037 ,497 ,42 
경상북도,소계,,여자,1308499 ,41215 ,53149 ,51948 ,57327 ,65677 ,60019 ,59065 ,79755 ,83847 ,99684 ,107824 ,113836 ,112062 ,87112 ,66032 ,66954 ,102997 ,56531 ,46467 ,32064 ,11504 ,2501 ,399 
경상북도, 포항시,소계,계,502187 ,17043 ,23725 ,22737 ,24854 ,29596 ,27593 ,25649 ,34844 ,35549 ,41747 ,44453 ,45832 ,44229 ,31489 ,20688 ,15320 ,16843 ,9929 ,6914 ,4861 ,1658 ,349 ,46 
경상북도, 포항시,소계,남자,253775 ,8831 ,12318 ,11784 ,13194 ,16619 ,16030 ,13888 ,17945 ,18007 ,20818 ,22505 ,22751 ,21435 ,15777 ,10183 ,6566 ,5129 ,3492 ,1637 ,1282 ,291 ,61 ,4 
경상북도, 포항시,소계,여자,248412 ,8212 ,11408 ,10953 ,11661 ,12977 ,11563 ,11761 ,16900 ,17543 ,20929 ,21948 ,23081 ,22795 ,15712 ,10505 ,8754 ,11714 ,6437 ,5277 ,3579 ,1368 ,289 ,42 
경상북도, 포항시, 남구,계,231641 ,7435 ,10798 ,10472 ,11214 ,13468 ,13303 ,11897 ,15901 ,16504 ,19350 ,20807 ,20928 ,20581 ,14876 ,9750 ,7021 ,7341 ,4399 ,2942 ,2082 ,686 ,153 ,23 
경상북도, 포항시, 남구,남자,119277 ,3871 ,5568 ,5435 ,5986 ,7723 ,7940 ,6626 ,8335 ,8576 ,9906 ,10943 ,10683 ,10015 ,7529 ,4841 ,3112 ,2193 ,1529 ,665 ,532 ,105 ,26 ,3 
경상북도, 포항시, 남구,여자,112364 ,3564 ,5230 ,5038 ,5229 ,5745 ,5363 ,5271 ,7566 ,7929 ,9444 ,9864 ,10246 ,10566 ,7347 ,4909 ,3909 ,5148 ,2871 ,2278 ,1550 ,581 ,127 ,20 
경상북도, 포항시, 북구,계,270547 ,9609 ,12928 ,12265 ,13640 ,16128 ,14290 ,13752 ,18944 ,19045 ,22398 ,23646 ,24904 ,23649 ,16614 ,10938 ,8299 ,9502 ,5530 ,3972 ,2779 ,973 ,197 ,24 
경상북도, 포항시, 북구,남자,134498 ,4961 ,6750 ,6350 ,7208 ,8896 ,8090 ,7262 ,9610 ,9431 ,10912 ,11562 ,12069 ,11420 ,8248 ,5342 ,3454 ,2936 ,1964 ,972 ,750 ,186 ,35 ,2 
경상북도, 포항시, 북구,여자,136049 ,4648 ,6178 ,5915 ,6432 ,7232 ,6200 ,6490 ,9334 ,9614 ,11486 ,12085 ,12835 ,12229 ,8366 ,5596 ,4845 ,6566 ,3567 ,3000 ,2029 ,787 ,162 ,22 
경상북도, 경주시,,계,252663 ,7072 ,9492 ,9906 ,11520 ,14487 ,12867 ,11256 ,14565 ,15965 ,20915 ,22891 ,23624 ,22572 ,17133 ,12954 ,11149 ,14299 ,8304 ,5995 ,4357 ,1313 ,285 ,41 
경상북도, 경주시,,남자,126557 ,3587 ,4882 ,5114 ,6096 ,8072 ,7393 ,6132 ,7600 ,8401 ,10860 ,11891 ,12128 ,11307 ,8196 ,6097 ,4530 ,4274 ,2771 ,1504 ,1191 ,258 ,51 ,5 
경상북도, 경주시,,여자,126106 ,3486 ,4610 ,4792 ,5424 ,6415 ,5474 ,5125 ,6965 ,7564 ,10055 ,11000 ,11496 ,11265 ,8937 ,6857 ,6620 ,10025 ,5534 ,4492 ,3167 ,1056 ,234 ,36 
경상북도, 김천시,,계,140112 ,4898 ,5812 ,5613 ,6621 ,7735 ,7105 ,6706 ,8741 ,8963 ,10425 ,11543 ,12236 ,12029 ,9318 ,7067 ,6268 ,9034 ,5194 ,3841 ,2732 ,915 ,171 ,23 
경상북도, 김천시,,남자,70262 ,2537 ,2999 ,2967 ,3590 ,4290 ,4015 ,3635 ,4543 ,4772 ,5484 ,6017 ,6375 ,6021 ,4459 ,3297 ,2434 ,2832 ,1796 ,1036 ,806 ,202 ,28 ,0 
경상북도, 김천시,,여자,69850 ,2361 ,2814 ,2646 ,3031 ,3445 ,3091 ,3071 ,4199 ,4191 ,4942 ,5526 ,5862 ,6008 ,4859 ,3771 ,3834 ,6203 ,3398 ,2805 ,1927 ,713 ,143 ,23 
경상북도, 안동시,,계,158634 ,4765 ,6160 ,6446 ,7511 ,8936 ,7941 ,6918 ,8805 ,10183 ,12223 ,12919 ,13680 ,13853 ,10966 ,8435 ,8128 ,10772 ,6131 ,4641 ,3243 ,1140 ,225 ,34 
경상북도, 안동시,,남자,78530 ,2483 ,3257 ,3367 ,3936 ,4848 ,4417 ,3667 ,4446 ,5199 ,6467 ,6693 ,6870 ,6912 ,5105 ,4047 ,3311 ,3510 ,2255 ,1255 ,954 ,253 ,43 ,6 
경상북도, 안동시,,여자,80104 ,2282 ,2903 ,3079 ,3575 ,4088 ,3524 ,3251 ,4359 ,4984 ,5756 ,6226 ,6811 ,6941 ,5861 ,4388 ,4817 ,7262 ,3877 ,3386 ,2289 ,887 ,183 ,28 
경상북도, 구미시,,계,416001 ,18354 ,24074 ,22208 ,23642 ,28138 ,29277 ,29885 ,36729 ,35669 ,37182 ,36698 ,32120 ,23496 ,13911 ,8714 ,6956 ,8952 ,5127 ,3826 ,2691 ,904 ,201 ,30 
경상북도, 구미시,,남자,213221 ,9404 ,12478 ,11530 ,12393 ,15800 ,15849 ,16201 ,19172 ,18164 ,18531 ,18269 ,16872 ,12224 ,6912 ,4142 ,2686 ,2598 ,1688 ,910 ,712 ,170 ,27 ,2 
경상북도, 구미시,,여자,202780 ,8950 ,11596 ,10678 ,11249 ,12338 ,13428 ,13684 ,17557 ,17505 ,18652 ,18429 ,15249 ,11273 ,7000 ,4572 ,4270 ,6354 ,3439 ,2916 ,1979 ,735 ,175 ,28 
경상북도, 영주시,,계,103452 ,2524 ,3821 ,4200 ,4922 ,5573 ,4245 ,3708 ,5068 ,6190 ,7815 ,8691 ,9319 ,9833 ,8095 ,6041 ,5719 ,7690 ,4452 ,3239 ,2246 ,763 ,195 ,35 
경상북도, 영주시,,남자,51295 ,1293 ,1990 ,2147 ,2619 ,3233 ,2519 ,2071 ,2609 ,3150 ,4121 ,4476 ,4692 ,4809 ,3794 ,2883 ,2365 ,2530 ,1676 ,854 ,644 ,172 ,31 ,8 
경상북도, 영주시,,여자,52157 ,1231 ,1832 ,2054 ,2303 ,2340 ,1726 ,1638 ,2459 ,3040 ,3695 ,4216 ,4627 ,5025 ,4301 ,3158 ,3355 ,5161 ,2776 ,2385 ,1603 ,592 ,164 ,27 
경상북도, 영천시,,계,101506 ,2825 ,2980 ,3121 ,3708 ,5549 ,4850 ,4372 ,5180 ,5441 ,7295 ,8665 ,9544 ,9946 ,8193 ,6422 ,5902 ,7517 ,4491 ,3027 ,2293 ,625 ,96 ,14 
경상북도, 영천시,,남자,51618 ,1441 ,1506 ,1672 ,2019 ,3318 ,2842 ,2387 ,2834 ,2996 ,3985 ,4690 ,4998 ,5092 ,3997 ,3094 ,2361 ,2392 ,1558 ,834 ,664 ,153 ,15 ,3 
경상북도, 영천시,,여자,49888 ,1384 ,1474 ,1450 ,1689 ,2231 ,2008 ,1986 ,2347 ,2445 ,3311 ,3976 ,4546 ,4854 ,4196 ,3328 ,3541 ,5126 ,2933 ,2193 ,1629 ,473 ,81 ,11 
경상북도, 상주시,,계,98241 ,2287 ,3038 ,3521 ,4353 ,4902 ,3713 ,3365 ,4342 ,4960 ,6756 ,7777 ,9278 ,10026 ,7856 ,6483 ,6157 ,9432 ,5367 ,4065 ,2824 ,984 ,227 ,31 
경상북도, 상주시,,남자,48211 ,1169 ,1584 ,1832 ,2331 ,2825 ,2156 ,1850 ,2326 ,2613 ,3620 ,4173 ,4770 ,5018 ,3735 ,3056 ,2342 ,2814 ,1801 ,1013 ,783 ,190 ,38 ,3 
경상북도, 상주시,,여자,50030 ,1118 ,1454 ,1690 ,2022 ,2077 ,1557 ,1515 ,2016 ,2347 ,3136 ,3604 ,4509 ,5008 ,4121 ,3427 ,3815 ,6618 ,3566 ,3052 ,2042 ,794 ,189 ,28 
경상북도, 문경시,,계,71267 ,1756 ,2367 ,2509 ,3250 ,3651 ,2626 ,2513 ,3398 ,3864 ,4936 ,5509 ,6586 ,7240 ,5790 ,4690 ,4483 ,6103 ,3584 ,2519 ,1726 ,617 ,151 ,26 
경상북도, 문경시,,남자,34971 ,899 ,1249 ,1375 ,1744 ,2032 ,1493 ,1387 ,1761 ,2063 ,2665 ,2892 ,3337 ,3572 ,2723 ,2163 ,1789 ,1832 ,1216 ,616 ,459 ,127 ,26 ,4 
경상북도, 문경시,,여자,36296 ,858 ,1118 ,1134 ,1506 ,1619 ,1134 ,1126 ,1637 ,1802 ,2272 ,2618 ,3250 ,3669 ,3067 ,2527 ,2694 ,4271 ,2368 ,1904 ,1267 ,491 ,125 ,22 
경상북도, 경산시,,계,261751 ,9330 ,11741 ,10792 ,12241 ,18179 ,17715 ,15161 ,18542 ,18947 ,22356 ,22505 ,21746 ,19451 ,14079 ,10486 ,8540 ,9946 ,6005 ,3941 ,2915 ,855 ,149 ,23 
경상북도, 경산시,,남자,131713 ,4779 ,5976 ,5554 ,6437 ,9683 ,10062 ,8335 ,9674 ,9792 ,11310 ,11289 ,10891 ,9634 ,6699 ,4812 ,3542 ,3248 ,2151 ,1098 ,875 ,200 ,21 ,2 
경상북도, 경산시,,여자,130039 ,4552 ,5765 ,5238 ,5805 ,8496 ,7654 ,6826 ,8868 ,9155 ,11047 ,11216 ,10855 ,9817 ,7380 ,5675 ,4998 ,6698 ,3855 ,2843 ,2040 ,656 ,128 ,21 
경상북도, 군위군,,계,23385 ,327 ,387 ,456 ,541 ,845 ,764 ,674 ,727 ,920 ,1269 ,1865 ,2532 ,2809 ,2390 ,2002 ,2010 ,2872 ,1684 ,1188 ,878 ,265 ,38 ,7 
경상북도, 군위군,,남자,11957 ,175 ,209 ,257 ,291 ,489 ,476 ,406 ,393 ,547 ,758 ,1076 ,1394 ,1507 ,1210 ,1000 ,838 ,936 ,602 ,334 ,276 ,54 ,4 ,0 
경상북도, 군위군,,여자,11428 ,152 ,178 ,199 ,250 ,356 ,288 ,268 ,334 ,373 ,512 ,789 ,1138 ,1302 ,1180 ,1003 ,1173 ,1936 ,1083 ,854 ,602 ,211 ,34 ,7 
경상북도, 의성군,,계,51647 ,1048 ,919 ,1068 ,1301 ,1668 ,1619 ,1539 ,1781 ,1994 ,2746 ,3756 ,5061 ,6068 ,5380 ,4336 ,4597 ,6768 ,3923 ,2846 ,2082 ,631 ,117 ,16 
경상북도, 의성군,,남자,25277 ,557 ,470 ,558 ,676 ,948 ,954 ,867 ,974 ,1183 ,1598 ,2151 ,2612 ,3108 ,2637 ,2008 ,1867 ,2114 ,1350 ,764 ,601 ,148 ,16 ,0 
경상북도, 의성군,,여자,26371 ,492 ,449 ,510 ,626 ,720 ,666 ,672 ,807 ,811 ,1148 ,1605 ,2450 ,2961 ,2744 ,2329 ,2731 ,4655 ,2573 ,2082 ,1481 ,483 ,102 ,16 
경상북도, 청송군,,계,25052 ,456 ,556 ,547 ,703 ,908 ,879 ,800 ,940 ,1010 ,1421 ,2084 ,2644 ,2918 ,2460 ,1983 ,2048 ,2698 ,1615 ,1083 ,782 ,253 ,39 ,10 
경상북도, 청송군,,남자,12513 ,246 ,278 ,288 ,370 ,506 ,561 ,501 ,520 ,582 ,828 ,1135 ,1358 ,1464 ,1222 ,949 ,804 ,904 ,589 ,315 ,257 ,53 ,5 ,1 
경상북도, 청송군,,여자,12539 ,211 ,279 ,259 ,334 ,402 ,318 ,299 ,420 ,428 ,593 ,949 ,1286 ,1454 ,1238 ,1034 ,1244 ,1794 ,1026 ,768 ,525 ,200 ,34 ,9 
경상북도, 영양군,,계,16667 ,361 ,402 ,451 ,528 ,611 ,564 ,496 ,571 ,715 ,1038 ,1312 ,1669 ,1828 ,1514 ,1268 ,1440 ,1903 ,1118 ,785 ,546 ,189 ,40 ,11 
경상북도, 영양군,,남자,8279 ,188 ,214 ,234 ,272 ,360 ,323 ,272 ,306 ,418 ,625 ,771 ,862 ,916 ,753 ,597 ,574 ,597 ,398 ,199 ,142 ,45 ,12 ,2 
경상북도, 영양군,,여자,8388 ,173 ,188 ,218 ,256 ,251 ,241 ,224 ,265 ,297 ,413 ,541 ,808 ,912 ,761 ,671 ,866 ,1306 ,720 ,586 ,405 ,145 ,28 ,9 
경상북도, 영덕군,,계,36484 ,821 ,942 ,996 ,1178 ,1336 ,1203 ,1045 ,1475 ,1656 ,2273 ,2816 ,3408 ,3842 ,3372 ,2809 ,3154 ,4163 ,2464 ,1699 ,1196 ,404 ,86 ,13 
경상북도, 영덕군,,남자,17340 ,397 ,490 ,506 ,624 ,758 ,715 ,541 ,761 ,904 ,1301 ,1565 ,1717 ,1871 ,1572 ,1252 ,1134 ,1236 ,822 ,415 ,320 ,78 ,17 ,1 
경상북도, 영덕군,,여자,19145 ,424 ,452 ,490 ,554 ,578 ,488 ,504 ,714 ,752 ,972 ,1251 ,1692 ,1971 ,1800 ,1557 ,2021 ,2927 ,1643 ,1285 ,877 ,327 ,70 ,12 
경상북도, 청도군,,계,42279 ,679 ,883 ,1057 ,1278 ,1549 ,1410 ,1216 ,1646 ,1868 ,2598 ,3162 ,4251 ,4983 ,4414 ,3444 ,3046 ,4797 ,2673 ,2124 ,1545 ,474 ,96 ,10 
경상북도, 청도군,,남자,20776 ,356 ,448 ,533 ,659 ,919 ,832 ,678 ,847 ,1041 ,1477 ,1700 ,2213 ,2544 ,2155 ,1713 ,1237 ,1427 ,903 ,525 ,408 ,101 ,17 ,0 
경상북도, 청도군,,여자,21503 ,323 ,436 ,524 ,619 ,631 ,579 ,538 ,799 ,827 ,1121 ,1463 ,2039 ,2439 ,2260 ,1731 ,1809 ,3370 ,1771 ,1599 ,1138 ,373 ,79 ,10 
경상북도, 고령군,,계,31647 ,680 ,841 ,976 ,1130 ,1446 ,1215 ,1031 ,1355 ,1579 ,2332 ,2702 ,3261 ,3357 ,2754 ,2126 ,1959 ,2906 ,1709 ,1197 ,898 ,245 ,52 ,3 
경상북도, 고령군,,남자,16206 ,341 ,433 ,517 ,612 ,813 ,710 ,580 ,737 ,868 ,1336 ,1555 ,1775 ,1799 ,1408 ,1017 ,778 ,932 ,600 ,332 ,260 ,60 ,12 ,1 
경상북도, 고령군,,여자,15441 ,339 ,408 ,459 ,518 ,634 ,505 ,451 ,619 ,711 ,997 ,1147 ,1487 ,1559 ,1347 ,1109 ,1182 ,1974 ,1110 ,865 ,638 ,186 ,40 ,2 
경상북도, 성주군,,계,43400 ,1018 ,945 ,1075 ,1296 ,1830 ,1842 ,1578 ,1780 ,2058 ,2762 ,3711 ,4895 ,4987 ,4015 ,3126 ,2607 ,3877 ,2166 ,1711 ,1240 ,388 ,76 ,8 
경상북도, 성주군,,남자,22450 ,525 ,459 ,602 ,724 ,1061 ,1095 ,885 ,962 ,1255 ,1636 ,2081 ,2625 ,2689 ,2010 ,1522 ,1119 ,1203 ,757 ,447 ,342 ,92 ,13 ,0 
경상북도, 성주군,,여자,20950 ,493 ,486 ,473 ,572 ,769 ,748 ,693 ,818 ,804 ,1126 ,1630 ,2270 ,2298 ,2006 ,1605 ,1489 ,2674 ,1410 ,1265 ,898 ,296 ,63 ,8 
경상북도, 칠곡군,,계,114969 ,4192 ,5797 ,5690 ,6043 ,6399 ,6044 ,6596 ,9006 ,9749 ,10801 ,10056 ,9158 ,7772 ,5304 ,3963 ,3556 ,4846 ,2806 ,2040 ,1451 ,475 ,98 ,16 
경상북도, 칠곡군,,남자,59991 ,2141 ,3017 ,2978 ,3230 ,3687 ,3303 ,3665 ,4869 ,5204 ,5877 ,5399 ,5065 ,4138 ,2663 ,1873 ,1359 ,1527 ,943 ,584 ,458 ,114 ,11 ,1 
경상북도, 칠곡군,,여자,54978 ,2051 ,2780 ,2712 ,2814 ,2713 ,2741 ,2931 ,4137 ,4546 ,4924 ,4657 ,4094 ,3634 ,2641 ,2090 ,2197 ,3319 ,1863 ,1456 ,993 ,361 ,88 ,15 
경상북도, 예천군,,계,55042 ,2080 ,2551 ,2281 ,2062 ,2127 ,1996 ,2319 ,3189 ,3493 ,3471 ,3702 ,4353 ,4903 ,4211 ,3351 ,3495 ,5463 ,3150 ,2313 ,1664 ,524 ,104 ,22 
경상북도, 예천군,,남자,27054 ,1028 ,1319 ,1199 ,1114 ,1195 ,1128 ,1201 ,1560 ,1845 ,1988 ,1994 ,2201 ,2475 ,2029 ,1592 ,1443 ,1747 ,1132 ,615 ,494 ,96 ,25 ,1 
경상북도, 예천군,,여자,27989 ,1052 ,1232 ,1082 ,948 ,932 ,869 ,1118 ,1629 ,1648 ,1483 ,1708 ,2152 ,2428 ,2183 ,1759 ,2052 ,3716 ,2018 ,1699 ,1171 ,428 ,79 ,21 
경상북도, 봉화군,,계,31492 ,678 ,779 ,853 ,1069 ,1149 ,938 ,873 ,1149 ,1372 ,1891 ,2526 ,3282 ,3647 ,2935 ,2333 ,2421 ,3602 ,2045 ,1557 ,1073 ,378 ,93 ,15 
경상북도, 봉화군,,남자,15846 ,351 ,412 ,437 ,596 ,661 ,543 ,491 ,602 ,808 ,1106 ,1382 ,1741 ,1907 ,1511 ,1140 ,970 ,1192 ,742 ,450 ,342 ,94 ,13 ,1 
경상북도, 봉화군,,여자,15647 ,327 ,368 ,416 ,473 ,489 ,396 ,382 ,547 ,564 ,785 ,1145 ,1541 ,1740 ,1424 ,1193 ,1451 ,2411 ,1303 ,1108 ,731 ,284 ,80 ,14 
경상북도, 울진군,,계,48710 ,1341 ,1642 ,1704 ,2172 ,2393 ,2127 ,1981 ,2403 ,2816 ,3527 ,4050 ,4625 ,4510 ,3372 ,2826 ,2864 ,4362 ,2448 ,1914 ,1310 ,491 ,101 ,13 
경상북도, 울진군,,남자,24423 ,676 ,840 ,926 ,1196 ,1381 ,1275 ,1121 ,1265 ,1528 ,1987 ,2226 ,2453 ,2254 ,1632 ,1365 ,1073 ,1229 ,802 ,428 ,336 ,79 ,13 ,0 
경상북도, 울진군,,여자,24288 ,665 ,802 ,778 ,976 ,1013 ,852 ,861 ,1138 ,1288 ,1540 ,1825 ,2172 ,2257 ,1740 ,1461 ,1792 ,3133 ,1646 ,1487 ,974 ,413 ,88 ,13 
경상북도, 울릉군,,계,9185 ,183 ,244 ,237 ,257 ,406 ,459 ,382 ,521 ,573 ,749 ,897 ,991 ,997 ,734 ,559 ,449 ,549 ,318 ,231 ,163 ,52 ,15 ,2 
경상북도, 울릉군,,남자,5008 ,99 ,121 ,118 ,130 ,240 ,285 ,238 ,296 ,346 ,468 ,536 ,561 ,539 ,375 ,272 ,194 ,195 ,130 ,65 ,48 ,14 ,4 ,0 
경상북도, 울릉군,,여자,4177 ,84 ,123 ,120 ,127 ,167 ,175 ,145 ,226 ,227 ,281 ,361 ,430 ,458 ,359 ,288 ,255 ,355 ,189 ,166 ,116 ,38 ,11 ,2 
경상남도,소계,,계,3332034 ,116516 ,160536 ,158940 ,169876 ,198114 ,183930 ,173134 ,235540 ,248930 ,286500 ,293716 ,285342 ,261046 ,182066 ,132737 ,108051 ,137063 ,79399 ,57664 ,41354 ,13417 ,2578 ,316 
경상남도,소계,,남자,1676755 ,59771 ,82697 ,82274 ,89956 ,110003 ,101834 ,91780 ,121457 ,128208 ,147466 ,150044 ,145014 ,131080 ,89211 ,62252 ,43376 ,40336 ,26647 ,13689 ,10628 ,2619 ,397 ,46 
경상남도,소계,,여자,1655280 ,56746 ,77839 ,76666 ,79920 ,88112 ,82096 ,81355 ,114083 ,120722 ,139034 ,143672 ,140329 ,129966 ,92856 ,70485 ,64675 ,96728 ,52752 ,43976 ,30726 ,10799 ,2181 ,271 
경상남도, 진주시,,계,346176 ,12092 ,16893 ,17060 ,18631 ,23536 ,21386 ,18650 ,23287 ,25046 ,29337 ,29463 ,28019 ,25663 ,18325 ,13944 ,11205 ,13645 ,7875 ,5770 ,4088 ,1354 ,288 ,40 
경상남도, 진주시,,남자,171211 ,6211 ,8850 ,8878 ,9966 ,12836 ,11877 ,9814 ,11505 ,12449 ,14633 ,14596 ,13699 ,12424 ,8634 ,6346 ,4581 ,3915 ,2606 ,1309 ,1011 ,247 ,46 ,6 
경상남도, 진주시,,여자,174966 ,5881 ,8043 ,8182 ,8665 ,10700 ,9510 ,8836 ,11782 ,12597 ,14704 ,14867 ,14320 ,13240 ,9691 ,7598 ,6624 ,9730 ,5270 ,4461 ,3077 ,1107 ,243 ,35 
경상남도, 통영시,,계,128933 ,3763 ,6488 ,6603 ,6359 ,6359 ,5181 ,5546 ,9027 ,10077 ,11219 ,11130 ,11431 ,11428 ,8265 ,6095 ,4788 ,5179 ,3084 ,2095 ,1509 ,492 ,88 ,7 
경상남도, 통영시,,남자,64768 ,1865 ,3294 ,3399 ,3319 ,3568 ,2766 ,2908 ,4633 ,5405 ,6114 ,5792 ,5698 ,5586 ,4034 ,2940 ,1935 ,1518 ,1023 ,495 ,389 ,94 ,12 ,1 
경상남도, 통영시,,여자,64165 ,1898 ,3194 ,3204 ,3040 ,2791 ,2415 ,2639 ,4394 ,4672 ,5106 ,5339 ,5733 ,5843 ,4232 ,3155 ,2853 ,3661 ,2061 ,1600 ,1120 ,398 ,77 ,6 
경상남도, 사천시,,계,110680 ,3449 ,5000 ,5249 ,5129 ,5593 ,5306 ,5006 ,7184 ,8237 ,9411 ,9214 ,9113 ,8952 ,6978 ,5701 ,4823 ,6338 ,3679 ,2659 ,1899 ,629 ,119 ,12 
경상남도, 사천시,,남자,55844 ,1786 ,2598 ,2661 ,2699 ,3273 ,3241 ,2808 ,3721 ,4327 ,5103 ,4927 ,4729 ,4336 ,3351 ,2583 ,1876 ,1829 ,1237 ,592 ,473 ,104 ,14 ,2 
경상남도, 사천시,,여자,54836 ,1663 ,2402 ,2588 ,2430 ,2321 ,2065 ,2198 ,3463 ,3911 ,4308 ,4287 ,4384 ,4616 ,3627 ,3119 ,2948 ,4509 ,2442 ,2067 ,1427 ,526 ,105 ,10 
경상남도, 김해시,,계,539477 ,21339 ,29361 ,30089 ,32116 ,36486 ,32616 ,29654 ,41202 ,45036 ,53355 ,51404 ,43676 ,34086 ,21173 ,14479 ,11125 ,12283 ,7379 ,4905 ,3581 ,1102 ,196 ,26 
경상남도, 김해시,,남자,272737 ,10969 ,14864 ,15521 ,16941 ,19870 ,17630 ,15450 ,20927 ,22418 ,26477 ,26054 ,22845 ,17650 ,10485 ,6591 ,4432 ,3618 ,2472 ,1147 ,897 ,214 ,30 ,6 
경상남도, 김해시,,여자,266740 ,10371 ,14497 ,14568 ,15175 ,16617 ,14986 ,14204 ,20276 ,22619 ,26878 ,25350 ,20831 ,16436 ,10688 ,7889 ,6694 ,8665 ,4907 ,3758 ,2684 ,888 ,166 ,20 
경상남도, 밀양시,,계,104301 ,2488 ,3288 ,3725 ,4259 ,4983 ,4368 ,3883 ,5150 ,5738 ,7220 ,8645 ,10205 ,11426 ,8938 ,6669 ,5725 ,7596 ,4429 ,3167 ,2311 ,709 ,129 ,18 
경상남도, 밀양시,,남자,51099 ,1248 ,1683 ,1920 ,2275 ,2813 ,2547 ,2066 ,2702 ,3042 ,3834 ,4424 ,5112 ,5623 ,4288 ,3093 ,2242 ,2190 ,1415 ,775 ,616 ,138 ,18 ,4 
경상남도, 밀양시,,여자,53202 ,1240 ,1605 ,1806 ,1984 ,2170 ,1821 ,1817 ,2448 ,2696 ,3386 ,4221 ,5093 ,5803 ,4650 ,3576 ,3483 ,5406 ,3015 ,2392 ,1695 ,572 ,112 ,14 
경상남도, 거제시,,계,245675 ,11463 ,16303 ,14267 ,13847 ,13445 ,11254 ,14524 ,23621 ,23068 ,24016 ,20928 ,17590 ,15652 ,9544 ,6088 ,4463 ,5606 ,3087 ,2519 ,1757 ,619 ,126 ,18 
경상남도, 거제시,,남자,128767 ,5937 ,8404 ,7403 ,7360 ,7637 ,6173 ,7579 ,12648 ,12484 ,13151 ,11441 ,8957 ,8265 ,4848 ,3106 ,1834 ,1544 ,997 ,547 ,427 ,97 ,22 ,2 
경상남도, 거제시,,여자,116908 ,5526 ,7900 ,6864 ,6487 ,5808 ,5081 ,6945 ,10974 ,10585 ,10865 ,9488 ,8633 ,7387 ,4696 ,2982 ,2629 ,4062 ,2091 ,1972 ,1331 ,522 ,104 ,16 
경상남도, 양산시,,계,350004 ,15863 ,19596 ,17131 ,17167 ,20138 ,20874 ,21055 ,29446 ,29459 ,30659 ,30127 ,27803 ,24394 ,16493 ,11538 ,8911 ,9353 ,5696 ,3658 ,2630 ,834 ,175 ,19 
경상남도, 양산시,,남자,175497 ,8120 ,10012 ,8755 ,8870 ,10910 ,11058 ,10778 ,15109 ,14963 ,15517 ,14986 ,14235 ,12040 ,7992 ,5313 ,3792 ,3052 ,2058 ,994 ,783 ,184 ,26 ,2 
경상남도, 양산시,,여자,174508 ,7743 ,9585 ,8376 ,8298 ,9228 ,9816 ,10277 ,14337 ,14496 ,15143 ,15141 ,13569 ,12354 ,8502 ,6225 ,5120 ,6302 ,3638 ,2664 ,1848 ,650 ,150 ,17 
