광역시도,시군구,행정구,구분,인구수,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
경상남도, 통합창원시,소계,계,1034766 ,36347 ,49284 ,48513 ,53100 ,65951 ,65738 ,59716 ,76577 ,78564 ,89055 ,93793 ,92511 ,81380 ,54109 ,36033 ,25543 ,28555 ,16940 ,11616 ,8391 ,2664 ,501 ,61 
경상남도, 통합창원시,소계,남자,524090 ,18709 ,25563 ,25111 ,28197 ,36571 ,36539 ,32085 ,39767 ,40302 ,44608 ,46310 ,46179 ,40465 ,26741 ,17255 ,10880 ,8812 ,5995 ,2818 ,2206 ,521 ,83 ,9 
경상남도, 통합창원시,소계,여자,510676 ,17638 ,23721 ,23402 ,24904 ,29380 ,29200 ,27631 ,36811 ,38262 ,44448 ,47483 ,46333 ,40915 ,27369 ,18778 ,14663 ,19743 ,10945 ,8798 ,6186 ,2143 ,418 ,52 
경상남도, 통합창원시, 의창구,계,259218 ,9617 ,11933 ,11160 ,12734 ,17771 ,18225 ,15773 ,19397 ,18780 ,21843 ,25293 ,24802 ,20176 ,12486 ,7624 ,5325 ,6281 ,3598 ,2683 ,1932 ,618 ,115 ,19 
경상남도, 통합창원시, 의창구,남자,131772 ,4952 ,6141 ,5776 ,6830 ,9858 ,10119 ,8517 ,10031 ,9704 ,10690 ,12092 ,12556 ,10274 ,6325 ,3819 ,2280 ,1812 ,1204 ,608 ,476 ,111 ,19 ,3 
경상남도, 통합창원시, 의창구,여자,127446 ,4665 ,5792 ,5384 ,5905 ,7913 ,8106 ,7256 ,9367 ,9076 ,11154 ,13202 ,12247 ,9903 ,6162 ,3805 ,3045 ,4469 ,2394 ,2075 ,1457 ,507 ,97 ,16 
경상남도, 통합창원시, 성산구,계,216963 ,7341 ,9929 ,10847 ,13111 ,16296 ,16853 ,14550 ,15383 ,16090 ,20437 ,22413 ,21408 ,14840 ,7502 ,4130 ,2543 ,3293 ,1864 ,1430 ,1012 ,346 ,66 ,7 
경상남도, 통합창원시, 성산구,남자,110802 ,3728 ,5118 ,5711 ,6985 ,9039 ,9374 ,7986 ,7894 ,7853 ,9582 ,10626 ,10883 ,8019 ,3994 ,2089 ,1040 ,885 ,582 ,303 ,226 ,64 ,13 ,1 
경상남도, 통합창원시, 성산구,여자,106161 ,3614 ,4811 ,5136 ,6126 ,7257 ,7479 ,6564 ,7489 ,8238 ,10855 ,11788 ,10525 ,6821 ,3508 ,2042 ,1504 ,2409 ,1282 ,1127 ,786 ,282 ,53 ,6 
경상남도, 통합창원시, 마산합포구,계,175083 ,5465 ,7500 ,6733 ,7277 ,9924 ,9349 ,8775 ,12287 ,12247 ,13180 ,14279 ,15306 ,16558 ,12456 ,9203 ,6892 ,7655 ,4494 ,3161 ,2256 ,747 ,144 ,14 
경상남도, 통합창원시, 마산합포구,남자,87177 ,2863 ,3886 ,3453 ,3847 ,5455 ,5173 ,4691 ,6476 ,6545 ,6804 ,7267 ,7367 ,7882 ,5930 ,4256 ,2915 ,2371 ,1578 ,794 ,617 ,151 ,23 ,3 
경상남도, 통합창원시, 마산합포구,여자,87906 ,2602 ,3614 ,3280 ,3430 ,4469 ,4176 ,4084 ,5812 ,5702 ,6377 ,7012 ,7939 ,8677 ,6526 ,4947 ,3977 ,5284 ,2917 ,2367 ,1639 ,596 ,121 ,12 
경상남도, 통합창원시, 마산회원구,계,191188 ,5464 ,8317 ,8854 ,9859 ,11774 ,10960 ,9440 ,12716 ,14112 ,16305 ,17355 ,17257 ,16567 ,12288 ,8480 ,5838 ,5606 ,3550 ,2056 ,1512 ,448 ,85 ,13 
경상남도, 통합창원시, 마산회원구,남자,95972 ,2798 ,4353 ,4628 ,5197 ,6515 ,6003 ,5022 ,6661 ,7161 ,8262 ,8707 ,8505 ,7868 ,5892 ,3976 ,2562 ,1865 ,1349 ,516 ,415 ,87 ,13 ,2 
경상남도, 통합창원시, 마산회원구,여자,95216 ,2666 ,3964 ,4226 ,4662 ,5259 ,4958 ,4418 ,6055 ,6951 ,8044 ,8648 ,8752 ,8699 ,6396 ,4504 ,3277 ,3742 ,2201 ,1541 ,1097 ,361 ,72 ,11 
경상남도, 통합창원시, 진해구,계,192315 ,8461 ,11606 ,10919 ,10120 ,10186 ,10352 ,11180 ,16795 ,17336 ,17290 ,14453 ,13740 ,13239 ,9379 ,6597 ,4945 ,5721 ,3434 ,2287 ,1681 ,506 ,91 ,9 
경상남도, 통합창원시, 진해구,남자,98368 ,4370 ,6065 ,5543 ,5339 ,5704 ,5871 ,5870 ,8706 ,9040 ,9271 ,7619 ,6869 ,6423 ,4601 ,3116 ,2084 ,1880 ,1282 ,598 ,473 ,109 ,15 ,2 
경상남도, 통합창원시, 진해구,여자,93947 ,4092 ,5541 ,5376 ,4781 ,4483 ,4481 ,5310 ,8089 ,8296 ,8019 ,6834 ,6871 ,6816 ,4778 ,3481 ,2862 ,3841 ,2152 ,1689 ,1208 ,398 ,76 ,8 
경상남도, 의령군,,계,26832 ,493 ,623 ,682 ,891 ,1100 ,994 ,826 ,989 ,1206 ,1679 ,2086 ,2606 ,2885 ,2332 ,1944 ,2092 ,3409 ,1897 ,1512 ,1094 ,347 ,63 ,8 
경상남도, 의령군,,남자,13114 ,231 ,340 ,363 ,486 ,603 ,571 ,442 ,516 ,689 ,984 ,1186 ,1398 ,1544 ,1170 ,911 ,729 ,955 ,605 ,350 ,264 ,75 ,10 ,2 
경상남도, 의령군,,여자,13719 ,262 ,283 ,319 ,405 ,497 ,423 ,384 ,473 ,517 ,695 ,900 ,1208 ,1341 ,1162 ,1033 ,1364 ,2455 ,1293 ,1162 ,831 ,272 ,53 ,7 
경상남도, 함안군,,계,64502 ,1678 ,2680 ,3022 ,3034 ,3052 ,2642 ,2446 ,3489 ,4329 ,5139 ,5480 ,5798 ,6110 ,4536 ,3464 ,3146 ,4462 ,2554 ,1908 ,1399 ,441 ,63 ,6 
경상남도, 함안군,,남자,32679 ,846 ,1329 ,1576 ,1635 ,1751 ,1533 ,1277 ,1760 ,2289 ,2852 ,3068 ,3106 ,3245 ,2278 ,1679 ,1197 ,1261 ,815 ,446 ,347 ,85 ,13 ,1 
경상남도, 함안군,,여자,31824 ,832 ,1351 ,1446 ,1399 ,1302 ,1109 ,1169 ,1729 ,2040 ,2287 ,2412 ,2692 ,2865 ,2258 ,1785 ,1950 ,3202 ,1739 ,1463 ,1052 ,356 ,50 ,6 
경상남도, 창녕군,,계,61342 ,1515 ,1888 ,1879 ,2306 ,2640 ,2451 ,2321 ,2952 ,3143 ,3962 ,4980 ,6026 ,6653 ,5107 ,4113 ,3921 ,5487 ,3152 ,2335 ,1724 ,529 ,71 ,12 
경상남도, 창녕군,,남자,30533 ,787 ,981 ,1020 ,1227 ,1523 ,1398 ,1338 ,1565 ,1779 ,2230 ,2759 ,3048 ,3388 ,2505 ,1975 ,1464 ,1552 ,1014 ,538 ,435 ,97 ,6 ,1 
경상남도, 창녕군,,여자,30809 ,728 ,907 ,860 ,1079 ,1118 ,1054 ,983 ,1388 ,1364 ,1733 ,2221 ,2979 ,3265 ,2602 ,2139 ,2458 ,3936 ,2138 ,1798 ,1289 ,433 ,66 ,11 
경상남도, 고성군,,계,51428 ,971 ,1763 ,1887 ,2277 ,2237 ,1779 ,1610 ,2438 ,2766 ,3697 ,4288 ,4855 ,5133 ,4277 ,3562 ,3161 ,4730 ,2601 ,2129 ,1522 ,510 ,90 ,7 
경상남도, 고성군,,남자,25796 ,510 ,880 ,1013 ,1248 ,1302 ,1052 ,896 ,1332 ,1545 ,2064 ,2419 ,2538 ,2623 ,2079 ,1685 ,1252 ,1362 ,869 ,493 ,383 ,96 ,15 ,0 
경상남도, 고성군,,여자,25632 ,462 ,883 ,875 ,1029 ,935 ,727 ,714 ,1106 ,1222 ,1633 ,1869 ,2317 ,2510 ,2199 ,1878 ,1909 ,3368 ,1733 ,1636 ,1139 ,414 ,76 ,7 
경상남도, 남해군,,계,43005 ,637 ,996 ,1285 ,1763 ,1962 ,1368 ,1101 ,1420 ,1817 ,2814 ,3284 ,4143 ,4368 ,3717 ,3458 ,3279 ,5596 ,2919 ,2677 ,1869 ,654 ,146 ,9 
경상남도, 남해군,,남자,20711 ,328 ,539 ,697 ,951 ,1190 ,823 ,599 ,719 ,953 ,1563 ,1814 ,2125 ,2171 ,1773 ,1644 ,1263 ,1564 ,958 ,606 ,465 ,128 ,13 ,1 
경상남도, 남해군,,여자,22294 ,309 ,457 ,588 ,812 ,772 ,546 ,502 ,701 ,865 ,1251 ,1471 ,2018 ,2197 ,1945 ,1814 ,2017 ,4032 ,1962 ,2071 ,1404 ,526 ,133 ,8 
경상남도, 하동군,,계,45390 ,843 ,1130 ,1389 ,1619 ,2061 ,1628 ,1327 ,1575 ,2058 ,3147 ,3987 ,4580 ,4809 ,3830 ,3226 ,3167 ,5016 ,2750 ,2267 ,1566 ,578 ,108 ,15 
경상남도, 하동군,,남자,22642 ,408 ,626 ,736 ,872 ,1218 ,966 ,763 ,851 ,1146 ,1779 ,2240 ,2426 ,2541 ,1910 ,1491 ,1225 ,1448 ,896 ,553 ,411 ,127 ,14 ,2 
경상남도, 하동군,,여자,22748 ,435 ,504 ,653 ,747 ,844 ,662 ,565 ,725 ,912 ,1368 ,1747 ,2154 ,2269 ,1920 ,1736 ,1942 ,3568 ,1854 ,1714 ,1155 ,452 ,95 ,14 
경상남도, 산청군,,계,34845 ,640 ,785 ,1012 ,1136 ,1417 ,1127 ,989 ,1226 ,1416 ,2132 ,3022 ,3548 ,3851 ,3140 ,2612 ,2668 ,4127 ,2331 ,1796 ,1272 ,422 ,95 ,8 
경상남도, 산청군,,남자,17098 ,318 ,434 ,554 ,584 ,797 ,649 ,531 ,667 ,778 ,1203 ,1664 ,1865 ,2005 ,1621 ,1269 ,1007 ,1156 ,735 ,421 ,318 ,85 ,19 ,1 
경상남도, 산청군,,여자,17747 ,323 ,351 ,458 ,552 ,620 ,479 ,458 ,559 ,639 ,929 ,1358 ,1683 ,1846 ,1520 ,1343 ,1661 ,2972 ,1597 ,1375 ,954 ,338 ,76 ,8 
경상남도, 함양군,,계,39045 ,752 ,1121 ,1400 ,1644 ,1793 ,1389 ,1123 ,1544 ,1800 ,2662 ,3300 ,3663 ,3919 ,3097 ,2741 ,2788 ,4314 ,2485 ,1829 ,1274 ,441 ,101 ,15 
경상남도, 함양군,,남자,18852 ,365 ,581 ,726 ,853 ,1023 ,790 ,600 ,787 ,944 ,1517 ,1767 ,1924 ,1958 ,1530 ,1227 ,1017 ,1248 ,845 ,403 ,288 ,93 ,20 ,3 
경상남도, 함양군,,여자,20193 ,387 ,540 ,674 ,791 ,770 ,600 ,523 ,757 ,856 ,1145 ,1533 ,1739 ,1962 ,1567 ,1514 ,1771 ,3067 ,1641 ,1426 ,986 ,348 ,81 ,12 
경상남도, 거창군,,계,61478 ,1511 ,2365 ,2592 ,3207 ,3572 ,2457 ,2213 ,2900 ,3386 ,4426 ,5138 ,5433 ,5561 ,4236 ,3577 ,3469 ,5438 ,3134 ,2304 ,1612 ,562 ,109 ,23 
경상남도, 거창군,,남자,30048 ,785 ,1218 ,1342 ,1746 ,2127 ,1416 ,1195 ,1426 ,1709 ,2337 ,2654 ,2804 ,2756 ,2014 ,1593 ,1284 ,1647 ,1027 ,621 ,464 ,125 ,27 ,5 
경상남도, 거창군,,여자,31431 ,727 ,1147 ,1251 ,1461 ,1446 ,1041 ,1018 ,1474 ,1678 ,2089 ,2484 ,2630 ,2806 ,2223 ,1984 ,2185 ,3791 ,2108 ,1684 ,1148 ,437 ,82 ,18 
경상남도, 합천군,,계,44160 ,677 ,977 ,1159 ,1396 ,1793 ,1376 ,1149 ,1517 ,1788 ,2574 ,3451 ,4345 ,4780 ,3973 ,3497 ,3781 ,5932 ,3410 ,2523 ,1861 ,534 ,113 ,16 
경상남도, 합천군,,남자,21273 ,352 ,505 ,604 ,730 ,996 ,810 ,654 ,827 ,991 ,1505 ,1948 ,2329 ,2465 ,1962 ,1556 ,1372 ,1671 ,1087 ,584 ,456 ,113 ,14 ,2 
경상남도, 합천군,,여자,22887 ,325 ,472 ,555 ,666 ,797 ,566 ,495 ,690 ,797 ,1069 ,1503 ,2016 ,2315 ,2011 ,1941 ,2409 ,4262 ,2323 ,1939 ,1405 ,422 ,99 ,14 
제주특별자치도,소계,,계,667269 ,26096 ,35175 ,35014 ,36298 ,41685 ,40484 ,34933 ,48273 ,51351 ,60357 ,57430 ,52699 ,45663 ,30227 ,24729 ,19834 ,27023 ,14615 ,12408 ,8479 ,2813 ,969 ,148 
제주특별자치도,소계,,남자,335375 ,13425 ,18063 ,18173 ,19115 ,22091 ,21315 ,17808 ,24334 ,26283 ,31454 ,30162 ,27193 ,22997 ,14707 ,11601 ,8544 ,8114 ,5297 ,2817 ,2281 ,443 ,85 ,10 
제주특별자치도,소계,,여자,331894 ,12671 ,17112 ,16842 ,17184 ,19595 ,19170 ,17125 ,23939 ,25068 ,28903 ,27268 ,25506 ,22666 ,15520 ,13129 ,11291 ,18909 ,9318 ,9591 ,6198 ,2371 ,885 ,138 
제주특별자치도, 제주시,,계,486839 ,19874 ,26560 ,26238 ,27626 ,31798 ,31083 ,26718 ,36360 ,37999 ,44284 ,41648 ,37361 ,31633 ,20545 ,16376 ,12954 ,17787 ,9551 ,8236 ,5532 ,1949 ,666 ,90 
제주특별자치도, 제주시,,남자,244152 ,10227 ,13646 ,13632 ,14551 ,16803 ,16308 ,13621 ,18349 ,19288 ,22593 ,21616 ,19101 ,15880 ,10007 ,7636 ,5586 ,5311 ,3444 ,1867 ,1499 ,304 ,57 ,8 
제주특별자치도, 제주시,,여자,242688 ,9647 ,12914 ,12606 ,13075 ,14995 ,14775 ,13097 ,18011 ,18712 ,21691 ,20033 ,18260 ,15753 ,10538 ,8740 ,7368 ,12476 ,6107 ,6369 ,4034 ,1645 ,609 ,83 
제주특별자치도, 서귀포시,,계,180430 ,6222 ,8616 ,8776 ,8673 ,9888 ,9401 ,8216 ,11913 ,13352 ,16073 ,15782 ,15338 ,14030 ,9683 ,8353 ,6881 ,9236 ,5064 ,4172 ,2947 ,865 ,304 ,58 
제주특별자치도, 서귀포시,,남자,91224 ,3199 ,4417 ,4541 ,4564 ,5288 ,5007 ,4187 ,5985 ,6995 ,8861 ,8547 ,8092 ,7118 ,4700 ,3965 ,2958 ,2803 ,1853 ,950 ,782 ,139 ,28 ,2 
제주특별자치도, 서귀포시,,여자,89206 ,3024 ,4199 ,4236 ,4109 ,4600 ,4395 ,4029 ,5928 ,6357 ,7212 ,7236 ,7246 ,6913 ,4983 ,4389 ,3923 ,6433 ,3211 ,3222 ,2165 ,726 ,276 ,56 
