상호명,지점명,시도명,시군구명,도로명주소
빽다방,홍성내포중앙점,충청남도,홍성군,"충청남도 홍성군 홍북읍 청사로174번길 2, (신경리)"
빽다방,공주대점,충청남도,공주시,충청남도 공주시 공주대학로 87
빽다방,천안쌍용이마트점,충청남도,천안시 서북구,충청남도 천안시 서북구 충무로 196
빽다방,아산터미널점,충청남도,아산시,충청남도 아산시 번영로 217
빽다방,천안불당지웰점,충청남도,천안시 서북구,충청남도 천안시 서북구 불당26로 50
빽다방,신방점,충청남도,천안시 동남구,충청남도 천안시 동남구 통정4로 10
빽다방,천안직산점,충청남도,천안시 서북구,충청남도 천안시 서북구 직산읍 삼은3길 13
빽다방,천안청당점,충청남도,천안시 동남구,충청남도 천안시 동남구 청수4로 10
빽다방,당진문예의전당점,충청남도,당진시,충청남도 당진시 시청1로 77
빽다방,온양온천역점,충청남도,아산시,충청남도 아산시 온궁로 22-4
빽다방,천안백석점,충청남도,천안시 서북구,충청남도 천안시 서북구 백석4길 44
빽다방,천안역점,충청남도,천안시 동남구,충청남도 천안시 동남구 대흥로 228
빽다방,신용화점,충청남도,아산시,충청남도 아산시 용화고길55번길 21
빽다방당진읍내점,당진읍내점,충청남도,당진시,충청남도 당진시 당진중앙2로 103-11
빽다방,천안두정역점,충청남도,천안시 서북구,충청남도 천안시 서북구 두정로 271
빽다방,예산터미널점,충청남도,예산군,충청남도 예산군 예산읍 역전로140번길 2
빽다방,홍성로데오점,충청남도,홍성군,충청남도 홍성군 홍성읍 아문길29번길 56
빽다방,서산터미널점,충청남도,서산시,충청남도 서산시 율지8로 4
빽다방,천안성정롯데점,충청남도,천안시 서북구,충청남도 천안시 서북구 서부3길 77
빽다방,천안구성점,충청남도,천안시 동남구,충청남도 천안시 동남구 충절로 292
빽다방,태안터미널점,충청남도,태안군,충청남도 태안군 태안읍 동백로 307
빽다방,천안성환중앙점,충청남도,천안시 서북구,충청남도 천안시 서북구 성환읍 성환2로 105
빽다방,아산북수점,충청남도,아산시,충청남도 아산시 배방읍 북수서로 34
빽다방,논산터미널점,충청남도,논산시,충청남도 논산시 계백로 1000
빽다방,아산테크노밸리점,충청남도,아산시,충청남도 아산시 둔포면 아산밸리중앙로 83
빽다방,천안시청점,충청남도,천안시 서북구,충청남도 천안시 서북구 불당25로 208
빽다방,아산순천향대학교점,충청남도,아산시,충청남도 아산시 신창면 순천향로 23
빽다방,아산탕정점,충청남도,아산시,충청남도 아산시 탕정면 탕정면로8번길 33-14
빽다방,당진기지시점,충청남도,당진시,충청남도 당진시 송악읍 반촌로 70-17
빽다방,청주오송점,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 오송읍 오송생명5로 179
빽다방,청주금천광장점,충청북도,청주시 상당구,충청북도 청주시 상당구 산성로98번길 35
빽다방,청주가경골드점,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 가경로 9-22
빽다방청주산남점,청주산남점,충청북도,청주시 서원구,충청북도 청주시 서원구 산남로 64
빽다방,청주지웰시티점,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 대농로 39
빽다방,충북영동점,충청북도,영동군,충청북도 영동군 영동읍 계산로 3
빽다방,청주터미널점,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 풍년로 148-1
빽다방,충북옥천점,충청북도,옥천군,충청북도 옥천군 옥천읍 중앙로 45-1
빽다방,청주성안롯데점,충청북도,청주시 상당구,충청북도 청주시 상당구 성안로 13
빽다방,충주신연수리첼점,충청북도,충주시,충청북도 충주시 번영대로 216
빽다방,청주분평중앙점,충청북도,청주시 서원구,충청북도 청주시 서원구 1순환로1107번길 20
빽다방,청주율량중앙점,충청북도,청주시 청원구,충청북도 청주시 청원구 율량로 104
빽다방,충북대중문점,충청북도,청주시 서원구,충청북도 청주시 서원구 내수동로 101
빽다방,서원대점,충청북도,청주시 서원구,충청북도 청주시 서원구 서원남로 50-5
빽다방,진천점,충청북도,진천군,충청북도 진천군 진천읍 상산로 73
빽다방,청주강서점,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 강서로 115
빽다방,,충청북도,증평군,충청북도 증평군 증평읍 중앙로 197
